"Name","Page Type","Content","Spoiler","Bots","Part Category","Parts","Groups","Supergroups","Subpages"
"Intercept Squad","Other","[[Image]]Intercept Squad.png|2 Trackers and 2 Combat Programmers from Intercept squads chasing Cogmind[[/Image]]Intercept squads are [[0b10]] aligned [[Squad|squads]] that are dispatched when Cogmind gets detected and recognized in a few specific scenarios. They consist of one or more [[Tracker|Trackers]] that each summon an additional [[Combat Programmer]] upon visual contact with Cogmind. Both Trackers and Combat Programmers have [[Perfect Tracking]] on Cogmind. Intercept squads are dispatched depending on the number of tiles moved on a map. Once Cogmind takes enough moves, a squad will always be dispatched. They squads can be Enumerated at [[Terminal|Terminals]], although due to their high speed, this is relatively useless.
An alert will indicate whenever an an Intercept squad is dispatched. Additionally, the log will display a message like [[GameText]]ALERT: Reliable intel has pinpointed LRC-V3, intercept squad en route.[[/GameText]]

[[Heading]]How to get Intercepts[[/Heading]]
Intercept squads can start being sent after Cogmind if any of the following 3 scenarios occurs:
[[List]]Cogmind uses the Data Conduit in [[Data Miner (Location)]]|[[Redacted]]Cogmind gets scanned by the lasers in [[Lab]][[/Redacted]]|[[Redacted]]Cogmind gets scanned by a [[Researcher]] in [[Section 7]][[/Redacted]][[/List]]

[[Heading]]Frequency and number[[/Heading]]
Intercept squads can have a variable number of bots. Initially when entering a floor, they consist of 1-2 Trackers that summon Combat Programmers. Each further intercept has a chance of increasing the number of Trackers initially dispatched. For example, the third dispatch on a floor can have up to 4 Trackers dispatched at once, which will further summon up to 4 Combat Programmers.
Intercept squads will appear after a certain number of moves after entering the floor or after the previous dispatch. There are three possible move counts that can be chosen from, and the first two spawns are much more likely than the third one. Either the squad will spawn after n (depth-dependent) tiles moved 2 times n moves, or 2.5 times n moves. The following table shows the number of moves required for each spawn:
[[Table]]
Depths|Tiles for first dispatch chance|Tiles for second dispatch chance|Tiles for third dispatch chance||
-6|500|1000|1250||
-4 and -5|400|800|1000||
-1 through -3|300|600|750
[[/Table]]
After an intercept is dispatched, the move counter is reset. There is no maximum number of intercepts dispatched per floor.

[[Heading]]Where Intercepts Appear[[/Heading]]
Intercepts appear in the majority of 0b10 controlled maps that also have [[Extermination Squad|Exterminations]]. Here is a comprehensive list of maps:
[[List]][[Factory]]|[[Hub_04(d)]]|[[Armory]]|[[Research]]|[[Quarantine]] Note: Intercepts even spawn when two Cryocooling Ducts have bee destroyed|[[Testing]]|[[Redacted]]Section 7[[/Redacted]]|[[Protoforge]]|[[Access]][[/List]]","Spoiler","","","","","",""
"Investigation Squad","Other","[[Image]]Investigation Squad.png|Two Grunts investigating a locked out Terminal[[/Image]]
Investigation squads are [[0b10]] aligned [[Squad|squads]] that are dispatched when a hostile presence is suspected in an area. They are very similar to [[Reinforcement Squad|Reinforcements]], but are triggered in slightly different scenarios, and do not stick around permanently. Investigation squads typically consist of a few [[Grunt|Grunts]] or [[Hunter|Hunters]]. Grunts are more common than Hunters in squads. They roam around the area that they were summoned to for 300-400 turns, then exit the map. Investigation squads can be both Enumerated and Recalled at [[Terminal|Terminals]].
An alert will indicate whenever an Investigation squad is dispatched. Additionally, the log will display a message like [[GameText]]ALERT: Suspicious activity at Terminal F014. Dispatching Investigation squad[[/GameText]]. Depending on the method triggering the Investigation, a different reason may be given in the alert.

[[Heading]]Lore[[/Heading]]
[[Lore]]WAR.Sys Records|Investigation Squad[[/Lore]]

[[Heading]]How to get Investigations[[/Heading]]
[[List]]Being detected using an [[Active Sensor Suite]]|Being traced at any [[Interactive Machine]], including [[Spoiler]]Force()[[/Spoiler]] hacks|Triggering an [[Alarm Trap]][[/List]]

[[Heading]]Investigation Contents[[/Heading]]
[[Table]]
Depth|Grunt Squad|Hunter Squad||
-10|1-2 [[G-34 Mercenary]]|N/A||
-9|1-3 G-34 Mercenary|N/A||
-8|2-3 [[G-47 Trooper]]|1 [[H-55 Commando]]||
-7|2-3 G-47 Trooper|1-2 H-55 Commando||
-6|3 [[G-50 Soldier]]|1-2 [[H-66 Slayer]]||
-5|3-4 G-50 Soldier|2 H-66 Slayer||
-4|3-4 [[G-67 Veteran]]|2 [[H-77 Assassin]]||
-3|4 G-67 Veteran|2 H-77 Assassin||
-2|4-5 [[G-73 Enforcer]]|2-3 [[H-88 Terminator]]||
-1|5 G-73 Enforcer|2-3 H-88 Terminator
[[/Table]]
[[Spoiler]][[Heading]][[Data Miner]] redirection[[/Heading]]
The Data Miner can redirect Investigations if his help is obtained by visiting his [[Data Miner (Location)|hideout]]. If redirected, Investigations will roam around a random area of the map rather than head to the location they were summoned to. The Data Miner has a 50% chance to direct each Investigation about 15 turns after one is dispatched. If a redirect happens, the alert [[GameText]]Higher priority target acquired, redirecting investigation.[[/GameText]] will be displayed.[[/Spoiler]]","","","","","","",""
"Investigator","Bot","","","","","","","",""
"Ion Burst Cannon","Part","","","","","","","",""
"Ion Cannon","Part","","","","","","","",""
"Ion Engine","Part","","","","","","","",""
"Ionic Axe","Part","","","","","","","",""
"Jamming Amplifier","Part","","","","","","","",""
"Junk Cannon","Part","","","","","","","",""
"K-01 Serf","Bot","Serfs are [[0b10]] [[Wheels|wheeled]] non-combat bots that clean machines and decorative scrap tiles. They are equipped with a [[Matter Compressors|Matter Pod]], which could be useful if you need more matter storage. K-01 Serfs are extremely weak and will usually almost immediately die to whatever you shoot it with. As such, they're a decent source of low-rating wheels.
Serfs can also be seen in [[Factory]] dragging incapacitated bots to a [[Chute Trap]].","","","","","","",""
"KE Penetrator","Part","","","","","","","",""
"KN-7UR","Bot","","","","","","","",""
"KN-7UR's Autopenetrator","Part","","","","","","","",""
"Katana","Part","","","","","","","",""
"Kinecellerator","Part","","","","","","","",""
"Kinecellerators","Part Group","[[Heading]]List of Kinecellerators[[/Heading]]
[[PartGroupTable]]
Kinecellerators|
Overview/Size|
Overview/Rating|
Overview/Integrity|
Overview/Coverage|
Upkeep/Energy|
Upkeep/Heat|
Effect/Effect
[[/PartGroupTable]]","","","","Kinecellerator,Imp. Kinecellerator,Adv. Kinecellerator,Exp. Kinecellerator","","",""
"Kinetic Drone","Bot","","","","","","","",""
"Kinetic Shotgun","Part","","","","","","","",""
"Kinetic Spear","Part","","","","","","","",""
"Knight","Bot","","","","","","","",""
"L-31 Rogue","Bot","","","","","","","",""
"L-41 Fighter","Bot","","","","","","","",""
"L-61 Swordsman","Bot","","","","","","","",""
"L-Cannon","Part","","","","","","","",""
"LC Capacitor","Part","Found in [[Lab]]. Loses integrity when not attached. Merges with the [[Drained L-Cannon]] to create the [[L-Cannon]].","","","","","","",""
"LRC Armor","Part","","","","","","","",""
"LRC Energy Well","Part","","","","","","","",""
"LRC Inertial Stabilizer","Part","","","","","","","",""
"LRC Insulator","Part","","","","","","","",""
"LRC Matter Compressor","Part","","","","","","","",""
"LRC Storage","Part","","","","","","","",""
"LRC-V4","Bot","","","","","","","",""
"LRC-V5","Bot","","","","","","","",""
"LRC-V6","Bot","","","","","","","",""
"LRCs","Bot Group","","Redacted","LRC-V4,LRC-V5,LRC-V6","","","","",""
"LU-1G1's Laser Shovel","Part","","","","","","","",""
"LV-01A","Bot","Found in [[Spoiler]][[Warlord (Location)]][[/Spoiler]].

Wants to blow it up. All of it.","","","","","","",""
"Lab","Location","Lab is a [[Factory]]/[[Research]] branch between -4 and -3 that is only accessible from [[Armory]]. This map is fixed every game, with the only variations being variations in the guaranteed items. This secret lab is used as a safe spot by the [[A Bots|A bots]] to plan and coordinate as well as research stolen [[Sigix]] technology. This area has a special effect where Cogmind's [[Alert]] drops to 0 upon entering the map.
Lab has a small square entrance and a 1 tile corridor that leads to the next main access exit and a Sealed Barrier with a [[Terminal]] locking it. There are a few different ways to get inside:
[[List]]Breaking in: The main Sealed Barrier blocking the way has 80 armor and high resistances. Cutting through this is difficult without a strong overloadable thermal [[Energy Cannons|Energy Cannon]] backed with a [[Particle Chargers|Particle Charger]] or a [[Plasma Cutters|Plasma Cutter]]. Coming in this way will result in being scanned immediately.|[[Zhirov (Location)]] code: One of the Terminals at Zhirov contains an access code to open up this barrier. Opening the Lab this way not result in being scanned instantly.|Picking up the [[A7 Data Core]]: [[A7]] drops this item when destroyed. The doors will automatically open when approaching, and the message [[GameText]]A0_COM: WELCOME A7[[/GameText]] will appear in the log. This will also reveal the intruder detection lasers, but Cogmind will not be scanned immediately.|Using the [[Data Conduit]]: Using the Data Conduit in [[Data Miner (Location)]] will result in the doors opening automatically, the scanning lasers being visible, and no immediate scan.[[/List]]
[[Table]]
Mode of entry|Breaking in|Zhirov code|A7 Data Core|Data Conduit||
Immediately scanned|[[CellStyle:Bad]]Yes|[[CellStyle:Good]]No|[[CellStyle:Good]]No|[[CellStyle:Good]]No||
Lasers revealed|[[CellStyle:Bad]]No|[[CellStyle:Bad]]No|[[CellStyle:Good]]Yes|[[CellStyle:Good]]Yes||
Terminals readable|[[CellStyle:Bad]]No|[[CellStyle:Bad]]No|[[CellStyle:Bad]]No|[[CellStyle:Good]]Yes||
[[Intercept Squad]] dispatches|[[CellStyle:Bad]]Yes|[[CellStyle:Good]]Only if scanned|[[CellStyle:Good]]Only if scanned|[[CellStyle:Bad]]Yes
[[/Table]]
[[Heading:2]]Getting Scanned[[/Heading]]
[[Image]]Lab Visible Lasers.png|Visible Lab intruder detecting lasers[[/Image]]
The scanning lasers are invisible by default, although the A7 core and using the Data Conduit will reveal them. They are 3x3 squares of yellow tiles that move randomly. Every turn there is a chance that they will move in one of the cardinal directions. The [[I]]center tile[[/I]] of a laser cannot overlap with other lasers or move through walls, machines, or past the entrance of the Lab (but the other tiles in the 3x3 square can).
Being within the 3x3 area will result in being scanned immediately. This will cause an announcement [[GameText]]A0_COM: INTRUDER ALERT[[/GameText]] and [[A5]] will show up and fight. This scan will also cause [[Intercept Squad|Intercepts]] to appear on most [[0b10]]-controlled floors. The other way to get scanned is to break either the outer wall of Reinforced Barriers or to destroy the Active System Cloaker machine on the right side of the map. Other machines are safe to break.
The inside of the Lab contains many unique item spawns. In counter-clockwise order starting from the entrance:
[[List]]Big machine on top right: [[Core Reset Matrix]]|[[Alien Artifacts|Alien Artifact]] shell on top right of map #1: [[Transdimensional Reconstructor]]|Shell #2 (middle): [[Integrated Dissipator]], [[Integrated Mediator]], or [[Integrated Reactor]]|Shell #3 (left): [[Core Expander]] or [[Core Regenerator]]|Top left item spot #1: [[Deep Network Scanner]] or [[Quantum Router]]|Item spot #2: [[AEGIS Remote Shield]], [[Exp. Powered Armor]], [[Hvy. Regenerative Plating]], or [[Med. Regenerative Plating]]|Item spots #3/4: [[Hyp. EM Gauss Rifle]], [[Potential Cannon]], [[Tachyon Dispersion Ray]], or [[Warp Cannon]]|Item tucked into bottom right wall: [[Gui. Remote Datajack]][[/List]]
There is also a locked chamber at the bottom of the map. Accessing it requires walking through a scan laser positioned in the bottom left corner of the lab. The Blast Barrier that locks the door has 45 armor and no Thermal resistance, but 50% resistance for most other major damage types. Inside is a machine that contains the [[LC Capacitor]].
[[Heading:2]]Special Machines[[/Heading]]
Not counting the entrance Terminal, there are 3 unique interactive Terminals on this map. They will only be understandable if the Data Conduit has been used this run, otherwise they will just be garbled text. The Active System Cloaker machine on the right has some lore records and will summon a squad of [[Grunt|Grunts]] when destroyed. The A0 Command machine on the left only has lore records. Some of these records can only be unlocked if certain gameplay actions were performed this game. The hidden Storage 04-B machine has some lore records explaining the LC Capacitor and has a hack that will drop the Capacitor on the ground where it can be used.

[[Heading]]Unlockable Lab Orders[[/Heading]]
While most of the Lab Orders in the A0 Command machine are available all of the time, there are a few that have special conditions to achieve:
[[List]]Order 6-0321: Destroy the [[Cetus]] Manufacturing Module machine|Order 6-0323: [[Warlord]] must be destroyed in his [[Warlord (Location)|base]]. Cogmind does not need to be the one to destroy Warlord or attack him at all.|Order 6-0324: Warlord must be met in his base, survive, and plan to attack -2 [[Research]][[/List]]
[[Heading:2]]L2 Power Cell code[[/Heading]]
Order 6-0319 will provide a manual Terminal hack that can be used in [[Section 7]] on the Power Cell Monitoring machine. Using it will create a powerful explosion that will destroy any combat bots in its 20 tile range.","Redacted","","","","","",""
