Type,Category,Name/Number,Content
"Record","Cyclists","Eat Nuts!","QC needs to stop this anti-Bob discrimination. All my Bob entries keep getting deleted. You cannot erase Bob!
  --Loosecoil"
"Record","Cyclists","Exiles","From what I've gathered, the so-called ""Exiles"" are quite a storied team of eccentric researchers working on advanced science beyond the 0b10 Mines. They were aware of our arrival immediately and even sent a messenger to ask about a tech trade, but we turned down the offer in the interest of retaining sole control over our prized technology of the types they'd most likely want to acquire.
  --Rustedge"
"Record","Cyclists","Exploratorium","A wonderful place of experimentation and discovery. Here Derelicts could view and comment on MAIN.C science experiments covering a broad array of subjects including robotics, terraforming, even organic life. The latter were most exciting, but also subject to strict access controls and containment protocols, for records from Earth show just how detrimental the unpredictability of organic life could be to a planet if left unchecked, Earth being our only example of a familiar civilization from which to draw experience.
  --Thinkbox"
"Record","Cyclists","First Derelict","The first Derelict's name was Bob, I just know it.
  --Loosecoil

<We're going to need to see some research or this may be removed from the database. --QC>"
"Record","Cyclists","HIDEHIDE","The Subdweller practice of encasing themselves deep in earth, sometimes very deep, and waiting for a long time, even whole supercycles, before emerging. I'm not entirely sure what the purpose is, be it to enter some sort of personal meditative state, or perhaps a form of rotating collective defense against digging operations encroaching on their territory. In any case, excavating near known Subdweller areas is not advised without sufficient preparation.
  --Zetatorch"
"Record","Cyclists","Hall of Judgement","It's debated whether this Hall was established by Derelicts or MAIN.C himself, but the title is a euphemistic one, regardless. For this is none other than the famous arena into which social deviants were forced as punishment, while also presenting an opportunity for redemption. Use brains or brawn to be the last standing and prove your worth anew. The victors of some rounds were unfortunately adamant in their ways and therefore continued to participate in subsequent rotations until their inevitable loss, though many regretted their previous behavior and later became upstanding members of the community.
  --Ironscrape"
"Record","Cyclists","Merchants","<Placeholder. The potential cost to write anything here would be too high. --QC>"
"Record","Cyclists","ND Nominations","I've only just begun assembling this list, which is far from complete. If you'd like to make a nomination, contact Memcruiser."
"Record","Cyclists","ND/1H-I7R","Thief who stole every advanced schematic from 0b1's Design sector at the time and distributed them to all Derelicts, regardless of content. Pissed off MC, who later forgave him by the time he was caught because the act had led to multiple unexpected discoveries."
"Record","Cyclists","ND/6R-33N","Illegal arborist, exploring methods for acclimation of Earth plants to harsh environments. Sent to the arena and lost."
"Record","Cyclists","ND/B0-R1S","Fought off a large horde of wild Derelicts back when most Derelicts were unarmed."
"Record","Cyclists","ND/M4-R10","Excavated numerous extremely useful tunnels near 0b1. No fear of cave-ins, brave until the last."
"Record","Cyclists","ND/Optimus","My personal favorite, helped organize defense of 0b1 against wild Derelicts. Later started 0bPrime in the interest of ensuring a more secure permanent home for Derelicts in the area."
"Record","Cyclists","ND/PI-314","Early winner of the Unity Science Fair. Project: Hard Light and Potential Applications for Safety."
"Record","Cyclists","Old Recycling","Before 0b10 Recycling was built in its current location, it used to be... right here! The original facility was not in use for long, abandoned due to its inconvenient location relative to the 0b10 core it was built to serve, not to mention this distance making it more prone to attack by Derelicts. The Federation quite naturally took up residence here, as it's perfectly suited to our needs and capabilities. We can also more readily quell or dissuade any wild Derelict attacks. Inhabitants of 0b10 and its environs, mostly unaware of our presence here and what we've done with the place, generally refer to this area as Old Recycling.
  --Naileater"
"Record","Cyclists","On the Origins of Artisans","Artisans are not nearly as old as Subdwellers, who apparently accepted their presence at a later time. But we also have no record of Artisans from other caves, making their origins somewhat of a mystery. And what's up with that shiny-looking Multitool? That tech seems far too advanced for something to have developed in isolation. More investigation required.
  --Spinrig"
"Record","Cyclists","Slaughter of 3920","Cycle 3920 was an existential one for the Federation. With MAIN.C in the process of switching focus to the construction of Complex 0b10, upending many supercycles of stability in 0b1, chaos spread throughout the complex. Many derelict communities, whether out of fear or animosity, saw it as the right time to strike out and maintain claim to what they saw as theirs. Serious fighting suddenly broke out in many areas, followed by an equally swift and harsh crackdown by MAIN.C forces to prevent a complete loss of control. The UFD survived by retreating and engaging in purely defensive maneuvers under cover of our army of Scrapoids, which by then we had built up to significant numbers for just such a contingency.
  --Ironscrape"
"Record","Cyclists","Subatomizer Countermeasures","I speculate that Subdwellers frequently organize their components into specially-positioned scrap piles as a way to protect them against subatomizers. Strangely, to date we have only found subatomizers in the Subcaves, but not a single one in the adjacent cave systems. Nonetheless, we clearly need to keep these things out of Scraptown proper. For the long term I propose a low-level cavewide sterilization system that would be sufficient to kill them all without causing excessive damage to ourselves.
  --Zetatorch"
"Record","Cyclists","Subatomizers","Subatomizers are nanobots that dissect components and break down most materials, but only turn their attention to those which are damaged with exposed internal structure, giving them easier access. But where did they come from? Are they an experiment gone wrong? A side effect of Subdweller activity? Were they perhaps created by the Subdwellers themselves for some reason? Subdweller realtime repair capabilities may also have emerged in part as a result of adversity from rampant subatomizer activity in the surrounding environment.
  --Zetatorch"
"Record","Cyclists","Subdweller Components","Many parts in use by Subdwellers defy our our attempts to make long-term use of them. Although generally quite effective, they also tend to break down too easily. According to UFD researchers, ""this is a feature, not a bug."" Pushing technology to its limits has a way of breaking things, but Subdwellers in particular, being extremely familiar with their own components, are capable of diagnosing and heading off issues in realtime before they become a serious problem. I believe this evolution occurred out of necessity driven by survival instincts in harsh environments, away from the help of other derelicts.
  --Spinrig"
