Name,Class,Tier,Threat,Rating,Value,Size Class,Size,Profile,Memory,Spot %,Movement,Speed,Speed %,Sight Range,Energy Generation,Heat Dissipation,Core Integrity,Core Exposure,Core Exposure %,Salvage Potential,Accuracy,Melee Accuracy,Inventory Capacity,Hacking Availability,Hacking Difficulty,Power Slots,Propulsion Slots,Utility Slots,Weapon Slots,Kinetic,Thermal,Explosive,Electromagnetic,Impact,Slashing,Piercing,Immunities,Traits,Fabrication Count,Fabrication Time,Armament,Components,Analysis
"Mutant","Mutant (Derelict)","7","4","58","67","Large","1","RD7X7","30","20","Treading","160","62","16","33","69","75","291","34","70~90","60","70","1","ALL","HARD","1","2","4","2","","","","-25%","","","","","","","","Slug Cannon OR Beamcaster, Arc Thrower OR Hvy. Battle Rifle","Angular Momentum Engine OR Neutrino Core, Med. Treads OR Imp. Medium Treads OR Spk. Medium Treads, Med. Treads OR Imp. Medium Treads OR Spk. Medium Treads, Imp. Salvage Targeting Computer OR Component Analysis Suite, Imp. Particle Charger OR Imp. Weapon Cycler, Point Defense System OR Energy Filter OR Matter Filter, Adv. Heat Sink OR Cooling System","Lumbering abominations cobbled together from stolen or salvaged components, though much of their weaponry is derelict in origin. I believe the ever-stimulating Warlord is mass-producing these to lead an attack of some sort, since sightings by cave patrols have become increasingly common.",
"Mutant","Mutant (Derelict)","8","5","72","75","Large","1","RD7X7","30","20","Treading","160","62","16","36","77","85","347","34","80~100","60","70","1","ALL","HARD","1","2","5","2","","","","-25%","","","","","","","","Bore Cannon OR Plasma Flamer, Hvy. Beamcaster OR Imp. Arc Thrower","Neutrino Core OR Antimatter Reactor, Imp. Medium Treads OR Spk. Medium Treads OR Arm. Medium Treads, Imp. Medium Treads OR Spk. Medium Treads OR Arm. Medium Treads, Adv. Salvage Targeting Computer OR Imp. Component Analysis Suite, Adv. Particle Charger OR Imp. Weapon Cycler, Stasis Canceller OR Imp. Point Defense System, Energy Filter OR Matter Filter, Imp. Cooling System OR Adv. Cooling System","Lumbering abominations cobbled together from stolen or salvaged components, though much of their weaponry is derelict in origin. I believe the ever-stimulating Warlord is mass-producing these to lead an attack of some sort, since sightings by cave patrols have become increasingly common.",
"Infiltrator","Infiltrator (Derelict)","6","3","62","70","Medium","1","RD5X5","50","30","Walking","90","111","16","34","67","50","269","29","55~85","60","70","1","ALL","HARD","2","3","5","3","","","","","","","","","","","","2x Barrage Gun OR 2x Field Laser OR 2x Riot Gun, Adv. Assault Cannon","Hyb. Deuterium Engine, Lgt. Nuclear Core, 3x Imp. VSS Leg, Imp. Cooling System, Core Shielding, Active Sensor Spoofer, Matter Compressor, Recoil Stabilizer","Fast movers designed around a main kinetic cannon with additional support from a pair of guns for close quarters engagements. Clearly built for long periods of operation in hostile territory, infiltrators aren't generally observed working with other units.",
"Infiltrator","Infiltrator (Derelict)","7","4","80","77","Medium","1","RD5X5","50","30","Walking","90","111","16","36","71","57","222","30","60~90","60","70","1","ALL","HARD","2","3","5","3","","","","","","","","","","","","2x Gauss Rifle OR 2x Hvy. Laser OR 2x Hvy. Riot Gun, Magnetic Acceleration Cannon","Hyb. Fission Core, Mic. Nuclear Core, 3x Adv. VSS Leg, Adv. Cooling System, Imp. Core Shielding, Active Sensor Spoofer, Matter Compressor, Recoil Stabilizer","Fast movers designed around a main kinetic cannon with additional support from a pair of guns for close quarters engagements. Clearly built for long periods of operation in hostile territory, infiltrators aren't generally observed working with other units.",
"Infiltrator","Infiltrator (Derelict)","8","5","95","85","Medium","1","RD5X5","50","30","Walking","90","111","16","38","102","65","234","29","65~95","60","70","1","ALL","HARD","2","3","6","3","","","","","","","","","","","","2x Coil Gun OR 2x Beamcaster OR 2x Arc Thrower, Mass Driver","Hyb. Antimatter Reactor, Mic. Fission Core, 3x Adv. VSS Leg, 2x Adv. Cooling System, Imp. Core Shielding, Active Sensor Spoofer, Matter Compressor, Recoil Stabilizer","Fast movers designed around a main kinetic cannon with additional support from a pair of guns for close quarters engagements. Clearly built for long periods of operation in hostile territory, infiltrators aren't generally observed working with other units.",
"Sapper","Sapper (Derelict)","7","5","60","80","Medium","1","RD5X5","40","100","Walking","120","83","16","30","25","70","219","24","60~85","60","70","2","ALL","HARD","2","2","4","1","","25%","50%","-25%","","","","","","","","Thermoblaster","2x Mak. Power Source, 2x Arm. Leg, Mak. Terrain Scanner, Mak. Terrain Scan Processor, Energy Well, Mak. Ablative Armor","While sappers lack staying power in extended fights and therefore don't pose a direct threat, they are quickly becoming a headache due to their capacity for clandestine destruction, operating in isolated units that aren't even directed by Warlord. Sappers run their own missions then feed new route data to enemy forces, making them somewhat harder to track down.",
"Commander","Commander (Derelict)","7","5","74","80","Medium","1","RD5X5","40","100","Walking","120","83","22","31","77","80","271","29","60~85","60","70","1","ALL","VHARD","1","2","5","2","","","","","","","","","","","","2x Beamcaster","Lgt. Antimatter Reactor, 2x Myomer Leg, Enh. Optical Array, Tactical Coordination Suite, 2x Adv. Cooling System, Lyr. Medium Armor Plating","Some derelict thugs in Warlord's service are promoted to commander roles, upgrading them with heavier firepower and better cooling. More problematic is their enhanced visual range and ability to improve the combat effectiveness of others in their squad, making them a prime target when encountered in the field.",
"Knight","Knight (Derelict)","8","5","79","250","Large","1","RD7X7","50","100","Walking","110","90","16","28","25","100","375","24","90~130","60","82","1","ALL","GREAT","1","2","5","1","","25%","","75%","","","","Coring, Meltdown","","","","Particle Cleaver","Particle Reactor, 2x Biometal Leg, Lyr. Medium Armor Plating, Hvy. Reflective Plating, Imp. Weapon Shielding, Exp. Melee Analysis Suite","",
"Troll","Troll (Derelict)","8","5","90","250","Large","1","RD7X7","50","100","Walking","40","250","16","50","20","250","100","100","90~130","60","70","1","ALL","GREAT","","3","","2","","","","75%","","","","Criticals, Meltdown","Core Regeneration (20): Regenerates 20 core integrity every turn.","","","Centrium Claws","T.R.O.L.L. Exoskeleton","",
"Dragon","Dragon (Derelict)","8","5","156","250","Large","2","SQ9X9","50","100","Walking","110","90","16","68","143","160","379","20","130~200","60","70","1","ALL","GREAT","1","4","9","4","","","","75%","","","","Coring, Meltdown","","","","2x Plasma Flamer, 2x Nova Cannon","Particle Reactor, 4x Biometal Leg, Lyr. Heavy Armor Plating, Adv. Thermal Generator, 3x Adv. Cooling System, 2x Adv. Energy Well, Imp. Particle Charger","",
"Hydra","Hydra (Derelict)","8","5","138","250","Large","2","SQ9X9","50","100","Treading","160","62","16","68","111","160","482","19","130~200","60","70","1","ALL","GREAT","1","4","10","6","","","","75%","","","","Coring, Meltdown","","","","6x Hvy. Battle Rifle","Particle Reactor, 2x Hvy. Treads, Lyr. Heavy Armor Plating, 3x Imp. Cooling System, Matter Compressor, Matter Filter, Adv. Recoil Stabilizer, Imp. Target Analyzer, Imp. Weapon Cycler","",
"Borebot","Borebot (Derelict)","8","5","374","1","Huge","3","SQ9X9","50","","Treading","275","36","16","203","216","250","935","20","400~600","60","70","1","MANUAL","","6","12","18","6","","","","100%","","","","Criticals, Dismemberment, Disruption, Hacking, Meltdown","","","","Vortex Shredder","6x Rnf. Antimatter Reactor, 2x Megatreads, 2x Adv. Power Amplifier, 6x Adv. Cooling System, 5x Adv. Energy Well, Exp. Utility Shielding, Vortex Field Projector","",
"8R-AWN","Unique","9","1","174","1","Medium","1","RD5X5","10","30","Walking","120","83","16","34","76","200","372","14","100~120","72","70","1","ALL","GREAT","1","2","11","2","","90%","90%","90%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","2x 8R-AWN's Boregun","Rnf. Fission Core, 2x Adv. Myomer Leg, Gravity Neutralizer, Exp. Heat Sink, 8R-AWN's Armor/TH, 8R-AWN's Armor/EX, AS-neutralizer No. 17b, Adv. Weapon Cycler, Exp. Targeting Computer","",
"EX-BIN","Unique","4","1","79","1","Medium","1","RD5X5","50","30","Hovering","66","151","16","22","15","30","118","40","20~30","60","70","1","MANUAL","","1","2","22","","","","","90%","","","","Coring, Disruption, Hacking/RIF, Jamming","","","","","Cold Fusion Reactor, 2x Mak. Hover Unit, Adv. Component Analysis Suite, System Purifier, 10x EX Chip 1, 10x EX Chip 2","",
"EX-DEC","Unique","4","1","113","1","Medium","1","RD5X5","50","30","Hovering","80","125","16","23","15","50","80","19","20~30","60","70","2","MANUAL","","1","1","24","2","","","","90%","","","","Coring, Disruption, Hacking/RIF, Jamming","","","","AWS/EX-DEC","Hvy. Deuterium Engine, Cmb. Antigrav System, Imp. Target Analyzer, Imp. Armor Integrity Analyzer, Exp. Core Analyzer, Adv. Launcher Guidance Computer, 10x EX Chip 1, 10x EX Chip 2","",
"EX-HEX","Unique","4","1","85","1","Medium","1","RD5X5","50","30","Hovering","60","166","16","34","15","30","116","39","20~30","60","70","1","MANUAL","","1","2","23","","","","","90%","","","","Coring, Disruption, Hacking/RIF, Jamming","","","","","Lgt. Neutrino Core, Gravmag Array, Adv. Transmission Jammer, Imp. System Guard, Adv. Recalibrator, 10x EX Chip 1, 10x EX Chip 2","",
"YI-UF0","Unique","3","1","45","1","Medium","1","RD5X5","10","20","Walking","120","83","16","21","49","60","201","29","100~120","60","70","1","ALL","VHARD","1","2","4","1","","","75%","","","","","Hacking/RIF","","","","YI-UF0's Doublenader","Imp. Deuterium Engine, 2x Carbon-fiber Leg, Shock Absorption System, YI-UF0's Bottomless Matter Pit, Adv. Heat Sink, Weapon Shielding","",
"01-MTF","Unique","7","1","101","1","Medium","1","RD5X5","60","100","Hovering","46","217","16","66","56","110","119","19","100~120","60","70","1","ALL","GREAT","1","2","8","1","","55%","","67%","","","","Hacking/RIF","","","","01-MTF's Shockpuncher","Mni. Fusion Reactor, 2x Cld. Gravmag System, Imp. Propulsion Shielding, Centrium Light Armor Plating, Exp. Heat Sink, Adv. Thermal Shield, Adv. Energy Well, Mak. Cloaking Device, 01-MTF's Autohacker, Imp. Weapon Shielding","",
"KN-7UR","Unique","7","1","97","1","Medium","1","RD5X5","60","100","Walking","90","111","16","30","86","110","224","20","100~120","80","70","1","ALL","GREAT","1","2","11","1","25%","25%","","67%","","","","Hacking/RIF","Scan Cloak (4): Hides this robot from sensors without a Signal Interpreter of at least strength 4.","","","KN-7UR's Autopenetrator","Hvy. Antimatter Reactor, 2x Exp. Flexi-carbon Leg, Hvy. Reflective Plating, Imp. Cryofiber Web, 2x Imp. Heat Sink, Adv. Corruption Screen, 2x Com. Battery, 2x Mak. Targeting Computer, Mak. Weapon Shielding","",
"Warlord Statue","Special","1","1","20","","Large","1","RD7X7","100","","N/A","50","200","16","10","10","100","100","100","10~20","60","70","1","-","","-1","-1","-1","-1","","","","","","","","Hacking/RIF","","","","","","",
"Warbot","Unique","7","1","99","1","Large","1","RD7X7","30","20","Treading","160","62","16","30","90","200","381","19","150~200","75","70","1","ALL","GREAT","1","3","15","6","10%","10%","","","","","","Coring, Hacking/RIF, Meltdown","","","","4x Battle Rifle, 2x Mak. Shrapnel Gun","Mak. Power Source, 3x Spk. Treads, 4x Heat Sink, Mak. System Restoration Module, 3x Targeting Computer, 2x Mak. Light Armor Plating, Mak. Kinetic Plating, Mak. Thermal Plating, 2x Weapon Shielding, Weapon Cycler","",
"5H-AD0","Unique","8","1","119","1","Medium","1","RD5X5","60","100","Walking","110","90","24","66","56","150","179","19","100~120","60","70","1","ALL","GREAT","1","3","6","1","","","","67%","","","","Coring, Disruption, Hacking/RIF, Meltdown","Scan Cloak (4): Hides this robot from sensors without a Signal Interpreter of at least strength 4.","","","5H-AD0's Sniper Rifle","Mni. Fusion Reactor, 3x Biometal Leg, Exp. Heat Sink, Mak. Transmission Jammer, Exp. ECM Suite, Spectral Analyzer, 5H-AD0's Cloak, Zio. Weapon Casing","",
"Surveybot 24","Unique","5","1","13","1","Medium","1","RD5X5","10","","Hovering","60","166","14","19","10","30","76","39","10~30","60","70","1","ALL","EASY","1","1","","","","","","-50%","","","","Hacking/RIF","","","","","Lgt. Nuclear Core, Gravmag System","",
"AZ-K3N","Unique","10","1","176","1","Large","1","RD7X7","80","30","Treading","160","62","24","60","50","200","361","19","150~200","60","70","1","MANUAL","","2","4","7","3","","","","75%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","Exp. Remote Datajack, 2x Prc. Phase Gun","Vortex Chain Reactor, 2x Enh. Armored Medium Treads, Enh. Armored Heavy Treads, Adv. Powered Armor, Exp. Coolant Injector, Exp. Energy Well, Spectral Analyzer, Adv. Remote Force Field, Hcp. Storage Unit, Exp. Hacking Suite","",
"HV-R5K","Unique","8","1","149","1","Medium","1","RD5X5","20","20","Walking","110","90","22","28","72","120","425","24","100~120","60","70","1","ALL","GREAT","1","4","8","4","","","","75%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","2x Hardcell Cannon, Centrium Greatsword","Particle Reactor, 4x Biometal Leg, 2x Exp. Heat Sink, Enh. Optical Array, Graphene Brace, Lrn. Tractor Beam, Adv. Matter Compressor, Exp. Core Analyzer, Weapon Mount","",
"7R-MNS","Unique","10","1","228","1","Medium","1","RD5X5","10","20","Walking","150","66","16","32","189","200","377","19","150~200","60","70","1","MANUAL","","1","3","15","5","55%","50%","","75%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Meltdown","","","","3x Wave Gun, 2x Phase Gun","Rnf. Antimatter Reactor, Tripod Weapons Platform, Centrium Heavy Armor Plating, Exp. Focal Shield, Thermal Barrier, Exp. Propulsion Shielding, Exp. Power Amplifier, Mak. System Restoration Module, 3x Exp. Cooling System, Exp. Coolant Injector, Exp. Cryofiber Web, Adv. Weapon Cycler, Prc. Energy Filter, Multitargeting Array","",
"VL-GR5","Unique","10","1","274","1","Medium","1","RD5X5","50","20","Walking","140","71","16","86","140","200","398","20","150~200","84","70","1","MANUAL","","2","4","18","3","","","","75%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","3x Enh. Nova Cannon","2x Zero-point Reactor, Hvy. Armored Exoskeleton, Adv. Quantum Shading Machine, Hvy. Regenerative Plating, Exp. Shield Generator, Exp. Energy Well, Exp. Core Shielding, Exp. Utility Shielding, Graphene Brace, 2x Adv. Corruption Screen, Coolant Network, Exp. Cryofiber Web, VL-GR5's Exoskeleton ""Deathgrip"", VL-GR5's Timing Chip, 2x Exp. Targeting Computer, Adv. Particle Accelerator","",
"LV-01A","Unique","10","1","176","1","Medium","1","RD5X5","30","30","Hovering","54","185","24","34","68","200","129","20","150~200","60","70","1","MANUAL","","1","3","11","1","30%","","100%","75%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","Exp. Neutron Missile Launcher","Graviton Reactor, 3x Cmb. Linear Gravjet, Exp. Cooling System, Exp. Focal Shield, Exp. Weapon Shielding, Exp. Shock Absorption System, Exp. Matter Compressor, 2x Matter Focus, Prc. Matter Filter, Spectral Analyzer, Adv. Launcher Guidance Computer, Adv. Weapon Cycler","",
"DD-05H","Unique","10","1","158","1","Medium","1","RD5X5","30","30","Treading","50","200","16","66","51","200","320","19","150~200","90","70","1","MANUAL","","2","4","9","4","","","","75%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","Warlord Statue","2x Mic. Antimatter Reactor, 4x DD-05H's Wartreads, 2x Mak. Propulsion Shielding, Adv. Power Amplifier, Adv. Energy Well, Adv. Cooling System, Adv. Hardlight Generator, 3x Mak. Targeting Computer","",
"CL-ANK","Unique","8","1","127","1","Medium","1","RD5X5","30","20","Treading","145","68","16","26","51","130","257","19","100~120","60","78","1","ALL","GREAT","2","3","8","2","30%","15%","","75%","25%","25%","","Coring, Disruption, Hacking/RIF, Meltdown","","","","CL-ANK's Mallet","2x Hyb. Antimatter Reactor, 3x Biometal Medium Treads, Adv. Cooling System, Med. Reactive Plating, Med. Reflective Plating, Exp. Weapon Shielding, Exp. Melee Analysis Suite, Force Booster, Microactuators, Nanoactuators","",
"1C-UTU","Unique","8","1","141","1","Medium","1","RD5X5","30","20","Walking","90","111","16","26","51","120","142","19","100~120","60","82","1","ALL","GREAT","1","2","9","2","","","","75%","","25%","25%","Coring, Disruption, Hacking/RIF, Meltdown","","","","1C-UTU's Sword ""Choppy"", 1C-UTU's Sword ""Lootmaker""","Mni. Fusion Reactor, 2x Exp. Myomer Leg, 1C-UTU's Buckler, Adv. Cooling System, Imp. Core Shielding, Exp. Energy Well, Mak. Transmission Jammer, Exp. Reaction Control System, Exp. Melee Analysis Suite, Femtoactuators, Exp. Actuator Array","",
"AD-0RF","Unique","8","1","135","1","Medium","1","RD5X5","20","20","Rolling","100","100","16","28","100","120","384","24","100~120","72","70","1","ALL","GREAT","1","4","10","1","","80%","","75%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","AD-0RF's Magmablaster","Lgt. Particle Reactor, 2x Arm. Huge Wheel, Coolant Network, Exp. Coolant Injector, 2x Exp. Energy Well, Exp. Thermal Shield, Exp. Targeting Computer, Lyr. Heavy Armor Plating, Exp. Weapon Shielding","",
"7V-RTL","Unique","8","1","180","1","Large","1","RD7X7","40","100","Treading","170","58","16","60","96","150","470","19","120~150","60","70","1","ALL","GREAT","2","4","10","2","","","50%","75%","25%","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","Railgun, Dispersion Rifle","Rnf. Quantum Reactor, Mic. Neutrino Core, 2x Arm. Heavy Treads, 2x Adv. Powered Armor, Exp. Power Amplifier, 4x Exp. Energy Well, 2x Exp. Cooling System, 7V-RTL's Ultimate Field","",
"P1-3CE","Unique","8","1","167","1","Large","1","RD7X7","30","20","Treading","160","62","22","30","95","170","327","20","100~120","72","70","1","ALL","GREAT","1","4","17","2","","15%","","100%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","P1-3CE's Gatling Flakker","Quantum Reactor, 2x Spk. Heavy Treads, Med. Reactive Plating OR Med. Reflective Plating, EM Shield, Imp. Heat Sink, Disposable Heat Sink, Adv. Cooling System, Med. Storage Unit, 2x Hcp. Battery, Adv. Matter Compressor, Enh. Optical Array, Exp. Targeting Computer, Exp. Core Analyzer, Imp. Armor Integrity Analyzer, Matter Filter, Weapon Cycler, Exp. Hacking Suite, Tractor Beam","",
"12-ASH","Unique","8","1","106","1","Medium","1","RD5X5","20","20","Walking","90","111","16","26","48","120","123","24","100~120","68","78","1","ALL","GREAT","1","2","7","2","","","","75%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","12-ASH's Boomstick, Ripper","Lgt. Antimatter Reactor, 2x Exp. Flexi-carbon Leg, Exp. Heat Sink, Triangulator, 0b10 Decoder Chip [Skirmisher], Exp. Reaction Control System, Adv. Targeting Computer, Adv. Melee Analysis Suite, Exp. Core Analyzer","",
"ME-RLN","Unique","10","1","165","1","Medium","1","RD5X5","80","30","Hovering","42","238","16","63","68","100","116","14","100~120","60","70","1","MANUAL","","1","3","10","3","20%","20%","45%","95%","20%","20%","20%","Coring, Disruption, Hacking/RIF, Meltdown","","","","ME-RLN's Wand, 2x Imp. Arc Thrower","Cld. Antimatter Reactor, 3x Cld. Antigrav System, Gravity Neutralizer, Exp. Phase Shifter, Imp. Cloaking Device, 2x System Mapper, Ghost Barrier, Exp. Cooling System, 2x Exp. Energy Well, ME-RLN's Chromatic Screen","",
"NK-0LA","Unique","8","1","146","1","Medium","1","RD5X5","50","30","Walking","100","100","16","81","171","110","151","14","100~120","60","70","1","ALL","GREAT","1","2","11","2","","50%","","100%","","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","NK-0LA's Tesla Doomcannon","Graviton Reactor, 2x Enh. Biometal Leg, Adv. Cryofiber Web, 3x Exp. Heat Sink, Thermal Barrier, Adv. Power Amplifier, 2x Exp. Energy Well, Adv. EM Shield, 2x Reflective Plating","",
"99-TNT","Unique","8","1","138","1","Medium","1","RD5X5","30","30","Hovering","74","135","20","50","68","130","388","24","100~120","60","70","1","ALL","GREAT","1","3","9","2","40%","","100%","75%","25%","","","Coring, Disruption, Hacking/RIF, Meltdown","","","","99-TNT's Nukerbomber","Hvy. Antimatter Reactor, 3x Cmb. Antigrav System, Exp. Cooling System, Hvy. Reactive Plating, Exp. Weapon Shielding, Exp. Shock Absorption System, Exp. Matter Compressor, Lrn. Tractor Beam, Adv. Visual Processing Unit, Adv. Launcher Guidance Computer","",
"Revision","Special","8","4","65","73","Medium","1","RD5X5","20","30","Walking","120","83","16","28","68","70","263","29","70~100","66","70","1","ALL","GREAT","1","2","5","2","","25%","","25%","","","","Coring, Hacking/RIF, Meltdown","","","","Variable Charge Gun, Plasma Rifle","Lgt. Particle Reactor, 2x Flexi-carbon Leg, 2x Adv. Heat Sink, Energy Well, Lyr. Medium Armor Plating, Imp. Targeting Computer","",
"Revision 17","Special","6","1","54","1","Small","1","SQ3X3","50","100","Flying","42","238","22","64","25","12","104","39","10~30","60","70","","MANUAL","","1","2","7","","","","","-100%","","","","Coring, Disruption, Hacking/RIF, Jamming","","","","","Neutrino Core, 2x Field Propulsion Drive, Weight Redist. System, Enh. Optical Array, Lrn. Sensor Array, Adv. Signal Interpreter, Adv. ECM Suite, Adv. Hacking Suite, Imp. System Shield","",
"Revision 17++","Special","8","5","141","1","Large","1","RD7X7","60","100","Walking","120","83","16","46","112","200","471","24","70~100","68","70","1","MANUAL","","2","2","7","3","","25%","","75%","","","","Coring, Disruption, Hacking/RIF, Jamming, Meltdown","","","","Quantum Rifle, Quantum Rifle, Linear Accelerator","2x Lgt. Particle Reactor, 2x Centrium Leg, Quantum Shading Machine, Centrium Medium Armor Plating, Hvy. Reflective Plating, 2x Adv. Cooling System, Adv. Targeting Computer","",
"Imprinter","Special","5","4","72","1","Large","1","SQ5X5","20","100","Hovering","62","161","16","24","20","60","140","39","30~40","60","70","1","MANUAL","","1","3","9","","","","","90%","","","","Coring, Disruption, Hacking/RIF, Jamming, Meltdown","","","","","F-cell Engine, 3x Mak. Hover Unit, 4x Mak. Hacking Suite, 4x Mak. System Shield, Mak. Sensor Array","",
"Z-Imprinter","Special","8","5","182","1","Large","1","SQ5X5","100","100","Hovering","24","416","16","94","124","150","514","29","70~100","60","70","1","MANUAL","","2","4","11","3","","","","90%","","","","Coring, Disruption, Hacking/RIF, Jamming, Meltdown","","","","3x Zio. Laser-M","2x Zio. Light DM Reactor, 4x Zio. Glidesys II, Zio. Metafield Generator, Zio. Light Carapace, 2x Zio. Biocell, Adv. Phase Shifter, Exp. Reaction Control System, 4x Exp. Heat Sink, Zio. Weapon Casing","",
"Triborg","Special","5","5","191","1","Large","2","SQ9X9","50","100","Treading","120","83","16","28","120","320","1606","40","200~400","78","70","1","MANUAL","","3","6","16","3","","","","65%","","","","Coring, Hacking/RIF, Jamming","","","","Siege Cannon","3x Hyb. Fission Core, 2x Tri-treads, 3x Mak. Medium Armor Plating, Mak. Weapon Shielding, Mak. Coolant Network, 3x Hcp. Matter Pod, 3x Imp. Targeting Computer, 3x Siege Articulator","",
"Triborg","Special","9","5","349","2000","Large","2","SQ9X9","50","100","Treading","120","83","16","44","125","750","2506","40","500~1000","84","70","1","MANUAL","","3","9","19","3","","","","90%","","","","Coring, Dismemberment, Disruption, Hacking/RIF, Jamming, Meltdown","","","","Hvy. Siege Cannon","3x Hyb. Antimatter Reactor, 3x Tri-treads, 3x Mak. Heavy Armor Plating, Mak. Weapon Shielding, Mak. Coolant Network, 3x Matter Compressor, 3x Adv. Targeting Computer, 3x Siege Articulator","",
"Optimus","Special","8","4","188","1","Medium","1","RD5X5","50","100","Walking","90","111","22","78","82","190","151","14","100~120","60","70","1","MANUAL","","2","6","12","2","","","25%","75%","","","","Coring, Disruption, Hacking/RIF, Jamming, Meltdown","","","","2x Helical Railgun","2x Graviton Reactor, 6x Imp. VSS Leg, Imp. Phase Shifter, Graphene Brace, Exp. Power Shielding, 2x Adv. Cooling System, Active Sensor Suite, Enh. Optical Array, Prc. Matter Filter, Tactical Coordination Suite, Adv. Weapon Cycler","",
"A8","Special","8","4","169","1","Medium","1","RD5X5","-2","100","Hovering","56","178","16","66","108","150","336","24","70~90","60","70","1","MANUAL","","2","4","12","4","25%","25%","-25%","75%","","","","Coring, Hacking/RIF, Jamming","","","","4x Arc Projector","Com. Particle Reactor, Lgt. Particle Reactor, 2x Antigrav Array, Lgt. Regenerative Plating, Imp. Core Shielding, Imp. Weapon Shielding, Gravity Neutralizer, Adv. Hacking Suite, Adv. System Shield, 3x Exp. Heat Sink, Adv. Energy Well, Imp. Phase Shifter, Remote Force Field","",
"A7","Special","8","4","159","1","Medium","1","RD5X5","50","100","Hovering","56","178","16","62","92","150","285","25","70~90","60","70","1","MANUAL","","2","4","11","2","","","50%","75%","25%","25%","25%","Coring, Hacking/RIF, Jamming","","","","2x Tesla Rifle","Com. Particle Reactor, Mic. Antimatter Reactor, 2x Antigrav Array, Med. Regenerative Plating, Imp. Core Shielding, Imp. Weapon Shielding, Adv. Gravity Neutralizer, Adv. Hacking Suite, Adv. System Shield, 2x Adv. Cooling System, Adv. Energy Well, Imp. Phase Shifter, Remote Force Field","",
"A6","Special","10","5","196","1","Medium","1","RD5X5","-2","100","Hovering","42","238","16","76","92","150","238","24","70~90","60","82","1","MANUAL","","2","3","14","2","25%","25%","50%","","50%","50%","50%","Coring, Hacking/RIF, Jamming","","","","2x Enh. Force Lance","2x Com. Particle Reactor, 3x Cld. Antigrav System, Med. Regenerative Plating, Exp. Core Shielding, Exp. Weapon Shielding, Adv. Gravity Neutralizer, Adv. Hacking Suite, Adv. System Shield, 2x Adv. Cooling System, Adv. Energy Well, Imp. Phase Shifter, Adv. Force Field, Exp. Melee Analysis Suite, Femtoactuators, Exp. Actuator Array","",
"A5","Special","10","5","196","1","Medium","1","RD5X5","-2","100","Hovering","56","178","16","63","108","150","325","25","70~90","60","70","1","MANUAL","","1","4","13","3","25%","25%","25%","75%","-50%","-25%","-50%","Coring, Hacking/RIF, Jamming","Scan Cloak (5): Hides this robot from sensors without a Signal Interpreter of at least strength 5.","","","3x Hvy. Tesla Rifle","Graviton Reactor, 2x Antigrav Array, Exp. Power Amplifier, Med. Regenerative Plating, Exp. Core Shielding, Exp. Weapon Shielding, Adv. Gravity Neutralizer, Exp. Hacking Suite, Exp. System Shield, 3x Exp. Heat Sink, Exp. Energy Well, Adv. Phase Shifter, Imp. Remote Force Field","",
"A4","Special","10","5","217","1","Medium","1","RD5X5","-2","100","Hovering","74","135","16","103","111","150","491","24","70~90","60","70","1","MANUAL","","2","3","14","3","25%","","75%","75%","25%","25%","25%","Coring, Hacking/RIF, Jamming","Scan Cloak (5): Hides this robot from sensors without a Signal Interpreter of at least strength 5.","","","Helical Railgun, Gamma Rifle, Quantum Rifle","2x Imp. Quantum Reactor, 3x Cmb. Antigrav System, Hvy. Regenerative Plating, Adv. Point Defense System, Exp. Core Shielding, Exp. Weapon Shielding, Exp. Shock Absorption System, Quantum Shading Machine, System Mapper, Ghost Barrier, 2x Exp. Cooling System, Exp. Energy Well, Adv. Phase Shifter, Adv. Remote Force Field","",
"A3","Special","10","5","213","1","Medium","1","RD5X5","-2","100","Hovering","21","476","24","108","106","150","348","24","70~90","60","70","1","MANUAL","","3","3","14","1","25%","","25%","75%","25%","25%","25%","Coring, Hacking/RIF, Jamming","Scan Cloak (5): Hides this robot from sensors without a Signal Interpreter of at least strength 5.","","","A3's Sniper Rifle","2x Lgt. Quantum Reactor, Lgt. Particle Reactor, 3x Cld. Antigrav System, ST Field Compressor, 2x Lgt. Regenerative Plating, Exp. Core Shielding, Exp. Weapon Shielding, Quantum Shading Machine, Deep Network Scanner, Quantum Router, 2x Exp. Cooling System, Exp. Energy Well, Adv. Phase Shifter, Spectral Analyzer, Adv. Remote Force Field","",
