Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Siege,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Projectile Count,Damage,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Damage,Falloff,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components
"66","Enh. Flexi-carbon Leg","Leg","Propulsion","1","","6","Prototype","180","","50","","","","","","","","","120","","10","3","1","28","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","169/84/56","",
"4","Enh. Armored Leg","Leg","Propulsion","1","","6","Prototype","400","","100","","","","","","","","","120","","10","3","2","20","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","169/84/56","",
"120","Myomer Leg","Leg","Propulsion","1","","7","","160","","80","","","","","","","","","120","","10","3","2","25","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","2","117/58/39","",
"4","Adv. VSS Leg","Leg","Propulsion","1","","7","","130","","60","","","","","","","","","90","","10","9","2","18","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","2","117/58/39","",
"34","Adv. Myomer Leg","Leg","Propulsion","1","","7","Prototype","225","","50","","","","","","","","","120","","10","3","1","30","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","187/93/62","",
"4","Exp. Flexi-carbon Leg","Leg","Propulsion","1","","7","Prototype","200","","50","","","","","","","","","90","","10","2","","23","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","187/93/62","",
"29","Zio. Composite Leg II","Leg","Propulsion","1","","7","Prototype","240","1","60","","","","","","","","","110","","10","3","","28","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","","","","",
"39","Biometal Leg","Leg","Propulsion","1","","8","","180","","80","","","","","","","","","110","","10","3","2","28","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","2","128/64/42","",
"49","Enh. Biometal Leg","Leg","Propulsion","1","","8","Prototype","300","","80","","","","","","","","","100","","10","2","1","30","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","204/102/68","",
"25","Exp. Myomer Leg","Leg","Propulsion","1","","8","Prototype","225","","80","","","","","","","","","90","","10","2","","25","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","204/102/68","",
"91","Asb. Alloy Leg","Leg","Propulsion","1","","8","Prototype","400","1","100","","","","","","","","","150","","10","5","","30","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","","","","",
"37","Centrium Leg","Leg","Propulsion","1","","9","","450","","80","","","","","","","","","120","","10","3","2","30","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","139/69/46","",
"28","Hdn. Centrium Leg","Leg","Propulsion","1","","9","Prototype","600","1","80","","","","","","","","","120","","10","3","2","32","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","222/111/74","",
"57","Exp. Biometal Leg","Leg","Propulsion","1","","9","Prototype","250","1","80","","","","","","","","","90","","10","2","","28","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","1","1","222/111/74","",
"47","Zio. Supercomposite Leg","Leg","Propulsion","1","","9","Prototype","270","1","60","","","","","","","","","110","","10","3","","35","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","","","","",
"9","Potential Leg","Leg","Propulsion","1","","9","Prototype","400","1","80","","","","","","","","","90","","10","1","1","30","80","5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","This leg can be overloaded to double its effective speed, during which the leg is subject to burnout. Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","","","","",
"1","Myomer Exoskeleton","Leg","Propulsion","3","","10","Prototype","1200","1","300","","","","","","","","","100","","30","6","6","100","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Each active leg slot provides a 20% chance to kick targets out of the way. Not applicable against huge targets. Moving on legs also confers the Running state, which increases evasion but decreases accuracy, each by 5% per level of momentum (up to 3).","","","","",
"320","Wheel","Wheel","Propulsion","1","","1","","40","","50","","","","","","","","","80","","5","1","","10","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","51/25/17","",
"337","Com. Wheel","Wheel","Propulsion","1","","1","","30","","30","","","","","","","","","100","","5","1","","16","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","51/25/17","",
"160","Arm. Wheel","Wheel","Propulsion","1","","2","","100","","60","","","","","","","","","90","","5","1","","12","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","62/31/20","",
"57","Arm. Huge Wheel","Wheel","Propulsion","2","","4","","250","","120","","","","","","","","","100","","10","4","","28","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","84/42/28","",
"14","Centrium Wheel","Wheel","Propulsion","1","","7","","200","","50","","","","","","","","","90","","5","1","","16","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","117/58/39","",
